,year,team_name,team_id,conference_id,conference,division,player_id,player_url,player_name,Yr,Pos,Jersey,GP,GS,BA,OBPct,SlgPct,R,AB,H,Doubles,Triples,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,RBI2out
192,2019,Cornell,167,865,Ivy League,1,1884378,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1884378,"Natoli, John",Jr,P,34,19,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2019,Cornell,167,865,Ivy League,1,2111707,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111707,"Lillios, Nikolas",Fr,P,1,15,5,0.176,0.318,0.235,5,17,3,1,0,4,0,3,3,1,1,NA,NA,NA,NA,NA,NA,NA
194,2019,Cornell,167,865,Ivy League,1,1997345,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1997345,"Davis, Trevor",So,P,26,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,2019,Cornell,167,865,Ivy League,1,2111755,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111755,"Zacharias, Jonathan",Fr,P,32,13,8,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2019,Cornell,167,865,Ivy League,1,2111724,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111724,"Yacinich, Luke",Fr,P,12,13,4,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2019,Cornell,167,865,Ivy League,1,1884389,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1884389,"Wyatt, Colby",Jr,P,31,13,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2019,Cornell,167,865,Ivy League,1,1997347,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1997347,"Matton, Kalani",So,INF,4,13,13,0.14,0.178,0.163,2,43,6,1,0,7,0,2,1,1,NA,1,14,NA,1,NA,1,NA
199,2019,Cornell,167,865,Ivy League,1,1884390,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1884390,"Bemiss, Jeb",Jr,P,22,12,6,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2019,Cornell,167,865,Ivy League,1,2111716,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111716,"Cushing, Kevin",Fr,P,8,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2019,Cornell,167,865,Ivy League,1,1997332,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1997332,"Ellison, Andrew",Jr,P,40,11,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2019,Cornell,167,865,Ivy League,1,1779080,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1779080,"Arnold, Austin",Sr,P,16,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2019,Cornell,167,865,Ivy League,1,1997326,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1997326,"Giuliano, Dave",So,OF,17,7,3,0.071,0.188,0.143,2,14,1,1,0,2,0,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA
204,2019,Cornell,167,865,Ivy League,1,1997324,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1997324,"Urbon, Seth",Jr,P,20,7,7,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2019,Cornell,167,865,Ivy League,1,2111723,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111723,"Charles, Lachlan",Fr,OF,11,6,5,0.077,0.2,0.077,1,13,1,0,0,1,0,NA,2,NA,NA,NA,8,NA,1,NA,NA,NA
206,2019,Cornell,167,865,Ivy League,1,2111763,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111763,"Charles, Anthony",Jr,OF,41,4,1,0.167,0.25,0.167,1,6,1,0,0,1,0,2,NA,1,1,NA,2,NA,NA,NA,NA,NA
207,2019,Cornell,167,865,Ivy League,1,2111734,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=2111734,"Gilbert, William",Fr,P,27,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2019,Cornell,167,865,Ivy League,1,1884384,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=167&stats_player_seq=1884384,"Lepper, Kaleb",Jr,OF,19,2,2,0,0.2,0,1,4,NA,0,0,0,0,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
209,2019,Cornell,167,865,Ivy League,1,NA,NA,Totals,-,-,-,NA,NA,0.224,0.304,0.316,129,NA,275,59,7,387,13,115,119,27,14,18,285,28,17,NA,48,NA
210,2019,Cornell,167,865,Ivy League,1,NA,NA,Opponent Totals,-,-,-,NA,NA,0.277,0.349,0.392,203,NA,354,69,8,502,21,182,117,32,13,17,249,29,14,NA,42,NA
211,2020,Cornell,167,865,Ivy League,1,2347188,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347188,"Hollerbach, Joe",Fr,INF,30,9,8,9,0.242,0.31,3,29,5,1,0,9,1,4,2,1,1,NA,11,1,NA,NA,NA,NA
212,2020,Cornell,167,865,Ivy League,1,1884385,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884385,"Carnegie, Alex",Sr,INF,3,9,8,9,0.323,0.292,3,24,5,2,0,7,0,3,4,1,2,NA,10,NA,1,NA,NA,NA
213,2020,Cornell,167,865,Ivy League,1,1997347,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997347,"Matton, Kalani",Jr,INF,4,9,9,9,0.323,0.276,3,29,8,0,0,8,0,1,2,NA,NA,NA,9,1,NA,NA,1,NA
214,2020,Cornell,167,865,Ivy League,1,1997328,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997328,"Garza, Ramon",Jr,OF,21,9,9,9,0.306,0.3,4,30,5,1,0,9,1,4,5,1,NA,NA,10,2,NA,NA,1,NA
215,2020,Cornell,167,865,Ivy League,1,2347184,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347184,"Russell, Shane",Fr,INF,13,9,9,9,0.194,0.171,1,35,6,0,0,6,0,1,1,NA,NA,NA,17,NA,NA,NA,NA,NA
216,2020,Cornell,167,865,Ivy League,1,2347189,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347189,"Guy, Wils",Fr,OF,41,9,9,9,0.368,0.353,3,34,10,2,0,12,0,4,4,NA,NA,NA,7,NA,1,NA,NA,NA
217,2020,Cornell,167,865,Ivy League,1,2347213,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347213,"Steigerwald, Alexander",Fr,C,38,8,7,8,0.2,0.111,NA,18,2,0,0,2,0,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA
218,2020,Cornell,167,865,Ivy League,1,2347203,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347203,"Ross, Ryan",Fr,OF,6,7,5,7,0.2,0.111,NA,18,2,0,0,2,0,NA,2,NA,NA,NA,10,NA,NA,NA,NA,NA
219,2020,Cornell,167,865,Ivy League,1,1884384,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884384,"Lepper, Kaleb",Sr,OF,19,6,5,6,0.19,0.15,NA,20,3,0,0,3,0,1,1,NA,NA,1,9,NA,NA,NA,NA,NA
220,2020,Cornell,167,865,Ivy League,1,1884388,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884388,"Collins, Matt",Sr,INF,15,6,1,6,0.2,0.111,2,9,1,0,0,1,0,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
221,2020,Cornell,167,865,Ivy League,1,1997325,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997325,"Binnie, Nicholas",Jr,OF,2,5,3,5,0.267,0.5,3,14,4,0,0,7,1,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA
222,2020,Cornell,167,865,Ivy League,1,2111707,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111707,"Lillios, Nikolas",So,P,1,5,NA,5,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2020,Cornell,167,865,Ivy League,1,2347220,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347220,"Alonso, Franco",Fr,INF,8,4,1,4,0,0,NA,5,NA,0,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
224,2020,Cornell,167,865,Ivy League,1,2347219,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347219,"Kaplan, Sam",Fr,OF,45,4,3,4,0.154,0,1,11,NA,0,0,0,0,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA
225,2020,Cornell,167,865,Ivy League,1,2111747,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111747,"Rodriguez, Diobel",Sr,C,23,3,2,3,0.444,0.286,NA,7,2,0,0,2,0,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA
226,2020,Cornell,167,865,Ivy League,1,2111755,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111755,"Zacharias, Jonathan",So,P,32,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2020,Cornell,167,865,Ivy League,1,1997345,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997345,"Davis, Trevor",Jr,P,26,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2020,Cornell,167,865,Ivy League,1,1997324,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997324,"Urbon, Seth",Sr,P,20,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2020,Cornell,167,865,Ivy League,1,1884389,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884389,"Wyatt, Colby",Sr,P,31,3,3,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2020,Cornell,167,865,Ivy League,1,2347211,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347211,"Edwards, Spencer",Fr,P,28,3,3,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,2020,Cornell,167,865,Ivy League,1,1884378,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884378,"Natoli, John",Sr,P,34,3,3,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,2020,Cornell,167,865,Ivy League,1,2111724,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111724,"Yacinich, Luke",So,P,12,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,2020,Cornell,167,865,Ivy League,1,2111716,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111716,"Cushing, Kevin",So,P,33,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2020,Cornell,167,865,Ivy League,1,1997332,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997332,"Ellison, Andrew",Sr,P,40,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,2020,Cornell,167,865,Ivy League,1,2111763,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111763,"Charles, Anthony",Sr,OF,7,2,2,2,0,0,NA,5,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
236,2020,Cornell,167,865,Ivy League,1,NA,NA,Totals,-,-,-,NA,NA,0.184,0.26,0.236,23,288,53,6,0,68,3,22,28,3,4,1,111,5,2,NA,2,NA
237,2020,Cornell,167,865,Ivy League,1,NA,NA,Opponent Totals,-,-,-,NA,NA,9,0.39,0.43,60,293,79,14,3,126,9,46,50,11,5,3,79,5,5,NA,10,NA
238,2022,Cornell,167,865,Ivy League,1,2347189,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347189,"Guy, Wils",Jr,OF,5,36,34,0.252,0.368,0.402,20,127,32,7,NA,51,4,18,20,4,1,2,31,1,2,2,9,NA
239,2022,Cornell,167,865,Ivy League,1,2347188,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347188,"Hollerbach, Joe",Jr,INF,30,36,36,0.287,0.357,0.433,20,150,43,9,2,65,3,19,17,NA,1,NA,49,6,NA,2,7,NA
240,2022,Cornell,167,865,Ivy League,1,2679906,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679906,"Jensen, Max",Fr,INF,41,35,33,0.338,0.403,0.554,28,130,44,15,2,72,3,26,14,2,3,NA,18,1,NA,NA,4,NA
241,2022,Cornell,167,865,Ivy League,1,2679847,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679847,"Porter, Ryan",Fr,INF,38,35,31,0.231,0.359,0.385,22,104,24,3,2,40,3,21,22,1,4,2,31,1,1,NA,9,NA
242,2022,Cornell,167,865,Ivy League,1,2679905,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679905,"Waugh, Nathan",So,C,40,32,27,0.31,0.403,0.57,18,100,31,5,3,57,5,18,14,3,2,NA,37,NA,NA,NA,NA,NA
243,2022,Cornell,167,865,Ivy League,1,1997329,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=1997329,"Apostle, Jason",Sr,OF,25,31,24,0.277,0.394,0.41,14,83,23,2,NA,34,3,8,8,8,NA,1,31,1,NA,NA,3,NA
244,2022,Cornell,167,865,Ivy League,1,2679864,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679864,"Barnhorst, Matt",So,OF,2,31,30,0.214,0.331,0.339,23,112,24,8,NA,38,2,8,15,5,1,NA,38,1,2,NA,9,NA
245,2022,Cornell,167,865,Ivy League,1,2347219,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347219,"Kaplan, Sam",Jr,OF,15,29,22,0.311,0.344,0.656,17,90,28,6,2,59,7,26,5,NA,1,NA,35,2,2,NA,NA,NA
246,2022,Cornell,167,865,Ivy League,1,2347203,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347203,"Ross, Ryan",Jr,INF,3,29,26,0.191,0.333,0.382,15,89,17,4,2,34,3,14,14,5,NA,NA,39,3,2,NA,2,NA
247,2022,Cornell,167,865,Ivy League,1,2111757,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111757,"Flematti, Austin",Sr,OF,35,22,20,0.222,0.3,0.284,10,81,18,3,1,23,NA,9,9,NA,NA,NA,18,4,NA,NA,NA,NA
248,2022,Cornell,167,865,Ivy League,1,2679881,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679881,"Davis, Jakobi",Fr,OF,22,20,18,0.169,0.296,0.22,12,59,10,1,1,13,NA,9,10,1,1,1,26,1,NA,NA,5,NA
249,2022,Cornell,167,865,Ivy League,1,2679883,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679883,"Mack, Braden",So,C,23,20,8,0.148,0.233,0.185,5,27,4,1,NA,5,NA,2,2,1,NA,NA,10,1,NA,NA,NA,NA
250,2022,Cornell,167,865,Ivy League,1,2111716,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111716,"Cushing, Kevin",Sr,P,33,18,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,2022,Cornell,167,865,Ivy League,1,2111734,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111734,"Gilbert, William",Sr,P,27,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,2022,Cornell,167,865,Ivy League,1,2347220,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347220,"Alonso, Franco",So,INF,8,18,5,0,0.2,0,2,12,NA,NA,NA,0,NA,NA,3,NA,NA,1,7,NA,NA,NA,1,NA
253,2022,Cornell,167,865,Ivy League,1,2679877,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679877,"Ellison, Chris",Fr,P,20,18,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2022,Cornell,167,865,Ivy League,1,2111723,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111723,"Charles, Lachlan",Sr,OF,11,15,4,0.111,0.172,0.185,2,27,3,2,NA,5,NA,3,2,NA,NA,NA,11,NA,1,NA,NA,NA
255,2022,Cornell,167,865,Ivy League,1,2111724,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111724,"Yacinich, Luke",Sr,P,12,13,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2022,Cornell,167,865,Ivy League,1,2347211,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347211,"Edwards, Spencer",Jr,P,28,13,12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2022,Cornell,167,865,Ivy League,1,2679862,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679862,"Quinlan, John",Fr,C,1,12,1,0.294,0.294,0.353,2,17,5,1,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
258,2022,Cornell,167,865,Ivy League,1,2679900,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679900,"Baker, Von",So,P,34,12,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,2022,Cornell,167,865,Ivy League,1,2347184,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347184,"Russell, Shane",Jr,1B,13,9,3,0.154,0.154,0.154,NA,13,2,NA,NA,2,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
260,2022,Cornell,167,865,Ivy League,1,2679874,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679874,"Musser, Kyle",Fr,OF,19,8,2,0.059,0.111,0.059,2,17,1,NA,NA,1,NA,2,1,NA,NA,NA,8,NA,NA,NA,NA,NA
261,2022,Cornell,167,865,Ivy League,1,2679896,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679896,"Long, Will",Fr,P,29,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,2022,Cornell,167,865,Ivy League,1,2679886,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679886,"Clancy, Tom",Fr,P,26,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,2022,Cornell,167,865,Ivy League,1,2347216,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2347216,"Diaz, Elijah",Jr,OF,21,5,1,0,0.333,0,1,6,NA,NA,NA,0,NA,NA,3,NA,NA,NA,3,NA,1,NA,NA,NA
264,2022,Cornell,167,865,Ivy League,1,2111755,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2111755,"Zacharias, Jonathan",Sr,P,32,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,2022,Cornell,167,865,Ivy League,1,2679846,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679846,"Baur, Griffin",So,INF,6,2,0,0,0,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
266,2022,Cornell,167,865,Ivy League,1,2679872,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=167&stats_player_seq=2679872,"Stephens, William",So,P,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2022,Cornell,167,865,Ivy League,1,NA,NA,Totals,-,-,-,NA,NA,0.248,0.344,0.405,213,NA,309,67,15,505,33,185,159,30,14,7,411,22,11,4,49,NA
268,2022,Cornell,167,865,Ivy League,1,NA,NA,Opponent Totals,-,-,-,NA,NA,0.301,0.43,0.485,358,NA,377,78,13,607,42,310,231,73,26,17,234,21,11,3,69,NA
269,2023,Cornell,167,865,Ivy League,1,2347219,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2347219,"Kaplan, Sam",Sr,OF,15,35,35,0.277,0.329,0.475,13,141,39,8,1,67,6,24,11,NA,NA,NA,49,4,1,NA,1,NA
270,2023,Cornell,167,865,Ivy League,1,2679906,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679906,"Jensen, Max",So,INF,7,35,35,0.248,0.356,0.346,23,133,33,10,NA,46,1,23,20,4,3,NA,27,2,NA,NA,4,NA
271,2023,Cornell,167,865,Ivy League,1,2679881,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679881,"Davis, Jakobi",So,OF,22,34,32,0.269,0.384,0.394,14,104,28,5,1,41,2,10,18,2,1,2,34,3,5,1,13,NA
272,2023,Cornell,167,865,Ivy League,1,2679862,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679862,"Quinlan, John",So,C,1,33,31,0.278,0.373,0.365,28,126,35,6,1,46,1,14,18,3,3,NA,30,1,3,1,8,NA
273,2023,Cornell,167,865,Ivy League,1,2679847,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679847,"Porter, Ryan",So,INF,12,32,28,0.216,0.306,0.34,11,97,21,3,NA,33,3,10,8,5,1,NA,32,NA,NA,NA,9,NA
274,2023,Cornell,167,865,Ivy League,1,2679864,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679864,"Barnhorst, Matt",Jr,OF,2,29,27,0.194,0.257,0.333,13,93,18,4,NA,31,3,15,7,2,3,2,31,2,2,NA,7,NA
275,2023,Cornell,167,865,Ivy League,1,2347189,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2347189,"Guy, Wils",Sr,OF,11,29,26,0.25,0.314,0.365,13,96,24,6,1,35,1,7,7,2,NA,5,19,1,2,1,5,NA
276,2023,Cornell,167,865,Ivy League,1,2679905,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679905,"Waugh, Nathan",Jr,C,40,28,28,0.33,0.423,0.573,21,103,34,7,NA,59,6,23,14,4,2,NA,32,NA,NA,NA,NA,NA
277,2023,Cornell,167,865,Ivy League,1,2347188,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2347188,"Hollerbach, Joe",Sr,INF,30,27,27,0.26,0.333,0.42,13,100,26,2,1,42,4,14,7,4,NA,NA,22,2,1,NA,NA,NA
278,2023,Cornell,167,865,Ivy League,1,2347203,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2347203,"Ross, Ryan",Sr,INF,3,21,14,0.167,0.322,0.333,6,48,8,NA,1,16,2,5,11,NA,NA,NA,21,1,NA,1,NA,NA
279,2023,Cornell,167,865,Ivy League,1,2808891,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2808891,"Urofsky, Beck",Fr,UT,25,18,2,0,0.5,0,1,3,NA,NA,NA,0,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
280,2023,Cornell,167,865,Ivy League,1,2808894,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2808894,"Mayfield, Carson",Fr,P,32,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2023,Cornell,167,865,Ivy League,1,2347211,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2347211,"Edwards, Spencer",Sr,P,28,18,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2023,Cornell,167,865,Ivy League,1,2679874,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=167&stats_player_seq=2679874,"Musser, Kyle",So,OF,6,16,11,0.238,0.304,0.286,5,42,10,2,NA,12,NA,5,4,NA,NA,NA,11,2,1,NA,3,NA
